org,sector,ein,tax_year,total_revenue,total_expenses,contributions,program_revenue,investment_income,salaries_wages,officer_compensation,total_assets_end,total_liabilities_end,net_assets_end,operating_margin,reserve_months,compensation_ratio,contribution_share,program_revenue_share,investment_income_share,leverage,largest_revenue_category_share,revenue_growth_yoy
Charity Navigator,Philanthropy Infrastructure,134148824,2012,1332380,1189957,1128127,169506,34747,241389,496624,2415077,63501,2351576,0.10689367898047104,23.714228329258958,0.620201402235543,0.8467006409582851,0.12722046263078102,0.02607889641093382,0.02629357159212729,0.8467006409582851,
Charity Navigator,Philanthropy Infrastructure,134148824,2013,1620713,1412998,1392363,188078,40272,403919,522084,2654546,84223,2570323,0.12816272837942314,21.828676332167493,0.6553462920683539,0.859105220973732,0.11604645609679197,0.0248483229294761,0.03172783594633508,0.859105220973732,0.21640447920262984
Charity Navigator,Philanthropy Infrastructure,134148824,2014,1808426,1657374,1492273,213802,32069,430313,528026,2852345,131254,2721091,0.08352677964152251,19.701704020939147,0.5782273644934698,0.825177806556641,0.11822546236340331,0.01773310049733857,0.04601617265793584,0.825177806556641,0.11582124657481008
Charity Navigator,Philanthropy Infrastructure,134148824,2015,1762900,1912886,1508754,0,108067,662812,496793,2552851,89378,2463473,-0.08507913097736684,15.453966415144448,0.6062070609539721,0.8558364059220602,0.0,0.06130069771399399,0.03501105234892283,0.8558364059220602,-0.02517437816089796
Charity Navigator,Philanthropy Infrastructure,134148824,2016,1596206,1322378,1522613,0,24795,564568,298479,2828199,124816,2703383,0.17154928624500848,24.532014295458634,0.6526477300741543,0.9538950486340736,0.0,0.015533709308197063,0.04413267948966816,0.9538950486340736,-0.09455669635260078
Charity Navigator,Philanthropy Infrastructure,134148824,2017,3398552,3139597,3307904,0,34180,1449600,423724,3403860,267454,3136406,0.07619568569202413,11.987803530198303,0.5966765798285576,0.9733274641670924,0.0,0.010057224370849703,0.07857373687519463,0.9733274641670924,1.1291437320746822
Charity Navigator,Philanthropy Infrastructure,134148824,2018,3915429,3521729,3740266,0,54077,1172462,592845,3824950,299973,3524977,0.10055092302784702,12.011067291094799,0.5012614542459116,0.9552633951477603,0.0,0.013811257974541231,0.07842533889331886,0.9552633951477603,0.15208741840642714
Charity Navigator,Philanthropy Infrastructure,134148824,2019,3726534,3780052,3494517,0,77319,1190337,421643,3686007,261193,3424814,-0.014361334151251539,10.872275831126133,0.4264438690261404,0.9377391967978824,0.0,0.02074823415001715,0.07086069017231926,0.9377391967978824,-0.048243755665088095
Charity Navigator,Philanthropy Infrastructure,134148824,2020,4105726,3753674,3866139,0,61731,1244101,691618,4278059,611277,3666782,0.08574658903200068,11.722217752527257,0.5156864980816128,0.9416456431822289,0.0,0.015035343322959204,0.14288652868041324,0.9416456431822289,0.10175460629099309
Charity Navigator,Philanthropy Infrastructure,134148824,2021,5855509,4183209,5583628,0,68456,1660348,825569,6212155,446661,5765494,0.2855943010248981,16.538960400974467,0.5942607696627159,0.9535683405148895,0.0,0.0116908709388031,0.07190113575723722,0.9535683405148895,0.4261811431157365
Charity Navigator,Philanthropy Infrastructure,134148824,2022,14269364,6957088,13094354,0,409819,1932660,1157566,11779343,796613,10982730,0.512445824495051,18.94366723548703,0.4441838309361618,0.9176550545630485,0.0,0.028720200844270283,0.06762796532879635,0.9176550545630485,1.4369126578065203
Charity Navigator,Philanthropy Infrastructure,134148824,2023,4237155,8354061,5488989,0,139002,2413868,1152157,9521081,742936,8778145,-0.9716203443112182,12.609165769797468,0.4268612594521395,1.2954421067909954,0.0,0.03280550274889637,0.07803063538688516,1.2954421067909954,-0.7030592954247996
Coalition For The Homeless Inc,Human Services,133072967,2011,9789348,9854716,9170833,0,1694,2814058,771393,21134212,796711,20337501,-0.006677462074082973,24.76479403363831,0.3638309820394621,0.9368175490339091,0.0,0.0001730452324301884,0.03769769130734565,0.9368175490339091,
Coalition For The Homeless Inc,Human Services,133072967,2012,9106612,9645485,8321719,0,7514,2870258,821032,20492367,693739,19798628,-0.05917381788089797,24.63158006051536,0.3826961526558799,0.9138106465939254,0.0,0.0008251147627679756,0.033853531902878764,0.9138106465939254,-0.06974274486921905
Coalition For The Homeless Inc,Human Services,133072967,2013,9742628,10301408,8910550,0,2933,3105514,761506,19290059,620506,18669553,-0.05735413483918302,21.747962608606514,0.3753875198419478,0.9145940910399124,0.0,0.00030104813608812736,0.03216713852456335,0.9145940910399124,0.0698411220330899
Coalition For The Homeless Inc,Human Services,133072967,2014,10857685,10755941,9385148,0,1814,2631742,1286830,19089087,317790,18771297,0.009370689976730767,20.942432094039937,0.36431698537580304,0.8643783642645739,0.0,0.00016707060482966672,0.01664773176422738,0.8643783642645739,0.11445135747767443
Coalition For The Homeless Inc,Human Services,133072967,2015,10260388,10953380,9647250,0,3295,3503015,885333,18486017,407712,18078305,-0.06754052575789532,19.80572754711331,0.40063870695620896,0.9402422208594841,0.0,0.0003211379530676618,0.022055156608370534,0.9402422208594841,-0.055011450415074714
Coalition For The Homeless Inc,Human Services,133072967,2016,11640214,11286538,11106347,0,309,3526862,952150,18827388,395407,18431981,0.030383977476702746,19.597131733397788,0.3968455163133283,0.9541359806615239,0.0,2.654590370933043e-05,0.021001691790704054,0.9541359806615239,0.13448087928058872
Coalition For The Homeless Inc,Human Services,133072967,2017,11067902,11680807,10281353,0,265,3971753,912116,19395396,1654615,17740781,-0.0553768004089664,18.225570544911836,0.41811058088709113,0.9289342280045486,0.0,2.3943110446767598e-05,0.08530967864744808,0.9289342280045486,-0.04916679366891363
Coalition For The Homeless Inc,Human Services,133072967,2018,11941883,11978311,11007383,37233,42,3661087,1092803,18378005,710436,17667569,-0.003050440202772042,17.69955947879463,0.39687481816092435,0.9217460094023698,0.0031178500074067047,3.517033285286751e-06,0.038656861830214974,0.9217460094023698,0.07896537211840138
Coalition For The Homeless Inc,Human Services,133072967,2019,16378094,12606593,16029742,37323,183,3772706,974806,22129975,690934,21439041,0.23027716167705473,20.40745600337855,0.37658961465639446,0.978730614197232,0.002278836597225538,1.1173461331947417e-05,0.031221634909212505,0.978730614197232,0.37148337494179096
Coalition For The Homeless Inc,Human Services,133072967,2020,18410069,14164233,17626824,36609,14915,4084557,988493,27627320,1935480,25691840,0.23062575159278328,21.76623894848383,0.35815917459138097,0.9574556184444502,0.0019885313846460867,0.000810154486656188,0.07005674093614582,0.9574556184444502,0.12406663437149645
